,Date,Airline,Origin,Destination,DepTime,DepDelay,ArrTime,ArrDelay,AirTime,Distance,FlightNumber
2886,2019-05-31,Endeavor Air Inc.,ORD,JFK,1816.0,0.0,2205.0,20.0,112.0,740.0,3318
2887,2019-05-07,Endeavor Air Inc.,ATL,XNA,1716.0,7.0,1757.0,0.0,86.0,589.0,3319
2888,2019-05-08,Endeavor Air Inc.,OAJ,ATL,1042.0,0.0,1209.0,0.0,68.0,399.0,3322
2889,2019-05-11,Endeavor Air Inc.,DTW,SAV,2010.0,0.0,2221.0,0.0,102.0,705.0,3323
2890,2019-05-14,Endeavor Air Inc.,BWI,JFK,903.0,0.0,1002.0,0.0,38.0,184.0,3327
2891,2019-05-25,Endeavor Air Inc.,BOS,IND,840.0,0.0,1100.0,0.0,116.0,818.0,3350
2892,2019-05-14,Endeavor Air Inc.,BWI,JFK,623.0,0.0,727.0,0.0,39.0,184.0,3353
2893,2019-05-08,Endeavor Air Inc.,LGA,CLT,1912.0,13.0,2108.0,0.0,84.0,544.0,3358
2894,2019-05-19,Endeavor Air Inc.,CSG,ATL,1813.0,0.0,1909.0,0.0,30.0,83.0,3362
2895,2019-05-29,Endeavor Air Inc.,ATL,HPN,1212.0,2.0,1428.0,0.0,116.0,780.0,3364
2896,2019-05-27,Endeavor Air Inc.,RDU,JFK,1341.0,0.0,1519.0,0.0,61.0,427.0,3365
2897,2019-05-09,Endeavor Air Inc.,JFK,ORF,855.0,0.0,1012.0,0.0,50.0,290.0,3389
2898,2019-05-14,Endeavor Air Inc.,CVG,DFW,1320.0,0.0,1444.0,0.0,110.0,812.0,3398
2899,2019-05-27,Endeavor Air Inc.,ROA,ATL,1009.0,0.0,1135.0,0.0,53.0,357.0,3406
2900,2019-05-06,Endeavor Air Inc.,SHV,ATL,1123.0,0.0,1353.0,0.0,74.0,551.0,3407
2901,2019-05-16,Endeavor Air Inc.,MSP,DSM,1754.0,0.0,1851.0,0.0,41.0,232.0,3423
2902,2019-05-10,Endeavor Air Inc.,IAD,JFK,555.0,0.0,712.0,0.0,54.0,228.0,3440
2903,2019-05-13,Endeavor Air Inc.,JFK,PWM,1102.0,0.0,1225.0,0.0,44.0,273.0,3448
2904,2019-05-06,Endeavor Air Inc.,LGA,BGR,1006.0,0.0,1150.0,0.0,58.0,378.0,3459
2905,2019-05-12,Endeavor Air Inc.,PWM,LGA,814.0,0.0,945.0,0.0,73.0,269.0,3472
2906,2019-05-18,Endeavor Air Inc.,DTW,RIC,1229.0,0.0,1418.0,6.0,68.0,456.0,3476
2907,2019-05-24,Endeavor Air Inc.,LGA,RDU,1812.0,103.0,2028.0,123.0,62.0,431.0,3490
2908,2019-05-17,Endeavor Air Inc.,CLE,DTW,815.0,0.0,924.0,4.0,28.0,95.0,3495
2909,2019-05-06,Endeavor Air Inc.,DTW,CWA,2015.0,0.0,2038.0,0.0,63.0,363.0,3496
2910,2019-05-01,Delta Air Lines Inc.,MCI,MSP,635.0,0.0,806.0,0.0,70.0,393.0,1112
2911,2019-05-01,Delta Air Lines Inc.,SLC,MSP,2022.0,7.0,2338.0,0.0,113.0,991.0,1120
2912,2019-05-01,Delta Air Lines Inc.,BDL,DTW,941.0,0.0,1133.0,0.0,96.0,549.0,1786
2913,2019-05-01,Delta Air Lines Inc.,MSP,SFO,2001.0,7.0,2209.0,0.0,233.0,1589.0,2027
2914,2019-05-01,Delta Air Lines Inc.,MSP,EWR,1747.0,0.0,2128.0,0.0,133.0,1008.0,2052
2915,2019-05-01,Delta Air Lines Inc.,BNA,SLC,1710.0,3.0,1949.0,4.0,202.0,1404.0,2073
2916,2019-05-01,Delta Air Lines Inc.,RSW,LGA,804.0,4.0,1106.0,13.0,142.0,1080.0,2370
2917,2019-05-01,Delta Air Lines Inc.,ATL,MSN,924.0,0.0,1008.0,0.0,91.0,707.0,2617
2918,2019-05-02,Delta Air Lines Inc.,LIT,ATL,728.0,0.0,950.0,0.0,65.0,453.0,1614
2919,2019-05-02,Delta Air Lines Inc.,SLC,SNA,1119.0,0.0,1208.0,0.0,89.0,588.0,2069
2920,2019-05-02,Delta Air Lines Inc.,OMA,ATL,1826.0,12.0,2133.0,0.0,107.0,821.0,2255
2921,2019-05-02,Delta Air Lines Inc.,ATL,SLC,1350.0,0.0,1545.0,0.0,209.0,1590.0,2286
2922,2019-05-02,Delta Air Lines Inc.,OKC,ATL,1301.0,0.0,1602.0,0.0,98.0,761.0,2481
2923,2019-05-03,Delta Air Lines Inc.,JFK,LAS,1447.0,0.0,1714.0,0.0,308.0,2248.0,419
2924,2019-05-03,Delta Air Lines Inc.,ATL,TUL,2119.0,0.0,2218.0,0.0,96.0,674.0,663
2925,2019-05-03,Delta Air Lines Inc.,ATL,ORD,1155.0,13.0,1253.0,6.0,94.0,606.0,812
2926,2019-05-03,Delta Air Lines Inc.,AVL,ATL,558.0,0.0,659.0,0.0,33.0,164.0,1216
2927,2019-05-03,Delta Air Lines Inc.,LAS,DTW,1228.0,0.0,1920.0,0.0,198.0,1749.0,1552
2928,2019-05-03,Delta Air Lines Inc.,SLC,DTW,1403.0,0.0,1922.0,0.0,174.0,1481.0,2122
2929,2019-05-03,Delta Air Lines Inc.,RSW,DTW,1617.0,0.0,1905.0,0.0,150.0,1084.0,2177
2930,2019-05-12,Delta Air Lines Inc.,BWI,MSP,1248.0,32.0,1415.0,25.0,127.0,936.0,1451
2931,2019-05-12,Delta Air Lines Inc.,MKE,SLC,1905.0,15.0,2108.0,0.0,166.0,1247.0,1456
2932,2019-05-12,Delta Air Lines Inc.,ATL,ALB,2110.0,0.0,2314.0,0.0,100.0,853.0,1549
2933,2019-05-12,Delta Air Lines Inc.,BWI,ATL,1521.0,0.0,1705.0,0.0,89.0,577.0,2007
2934,2019-05-12,Delta Air Lines Inc.,ATL,DTW,2259.0,1.0,35.0,0.0,77.0,594.0,2553
2935,2019-05-12,Delta Air Lines Inc.,ATL,CLE,2254.0,0.0,29.0,0.0,71.0,554.0,2746
2936,2019-05-13,Delta Air Lines Inc.,SLC,DFW,824.0,0.0,1158.0,0.0,128.0,989.0,463
2937,2019-05-13,Delta Air Lines Inc.,CMH,ATL,1951.0,0.0,2116.0,0.0,68.0,447.0,785
2938,2019-05-13,Delta Air Lines Inc.,ATL,RSW,1935.0,0.0,2109.0,0.0,78.0,515.0,1013
2939,2019-05-13,Delta Air Lines Inc.,SFO,MSP,830.0,0.0,1349.0,0.0,186.0,1589.0,1104
2940,2019-05-13,Delta Air Lines Inc.,BWI,MSP,559.0,0.0,728.0,0.0,132.0,936.0,1301
2941,2019-05-13,Delta Air Lines Inc.,BOS,LAX,1439.0,4.0,1745.0,0.0,341.0,2611.0,1806
2942,2019-05-13,Delta Air Lines Inc.,PBI,LGA,1559.0,29.0,1853.0,23.0,139.0,1035.0,1902
2943,2019-05-13,Delta Air Lines Inc.,ATL,COS,1811.0,41.0,1900.0,21.0,150.0,1184.0,2117
2944,2019-05-13,Delta Air Lines Inc.,BNA,DTW,910.0,0.0,1139.0,0.0,68.0,456.0,2692
2945,2019-05-13,Delta Air Lines Inc.,ATL,LAX,725.0,0.0,906.0,0.0,248.0,1947.0,2705
2946,2019-05-13,Delta Air Lines Inc.,GRB,ATL,1640.0,0.0,1950.0,0.0,111.0,774.0,2941
2947,2019-05-14,Delta Air Lines Inc.,RSW,LGA,1420.0,20.0,1704.0,7.0,144.0,1080.0,487
2948,2019-05-14,Delta Air Lines Inc.,DTW,SLC,1216.0,0.0,1353.0,0.0,198.0,1481.0,568
2949,2019-05-14,Delta Air Lines Inc.,MIA,JFK,2010.0,11.0,2319.0,9.0,153.0,1089.0,1282
2950,2019-05-14,Delta Air Lines Inc.,ATL,FLL,901.0,1.0,1051.0,0.0,86.0,581.0,1420
2951,2019-05-14,Delta Air Lines Inc.,FLL,ATL,1257.0,2.0,1505.0,11.0,94.0,581.0,2026
2952,2019-05-14,Delta Air Lines Inc.,BHM,ATL,630.0,0.0,851.0,6.0,36.0,134.0,2522
2953,2019-05-14,Delta Air Lines Inc.,ATL,JAN,1457.0,0.0,1503.0,0.0,50.0,341.0,2694
2954,2019-05-14,Delta Air Lines Inc.,SLC,HNL,1145.0,0.0,1425.0,7.0,379.0,2994.0,2767
2955,2019-05-15,Delta Air Lines Inc.,JFK,PBI,1548.0,0.0,1845.0,0.0,138.0,1028.0,483
2956,2019-05-15,Delta Air Lines Inc.,BNA,MSP,1811.0,0.0,2024.0,0.0,101.0,695.0,708
2957,2019-05-23,Delta Air Lines Inc.,SLC,MCI,2021.0,0.0,8.0,9.0,142.0,920.0,2516
2958,2019-05-23,Delta Air Lines Inc.,DTW,BWI,2219.0,0.0,2337.0,0.0,60.0,409.0,2918
2959,2019-05-24,Delta Air Lines Inc.,BNA,LAX,1914.0,8.0,2150.0,15.0,248.0,1797.0,424
2960,2019-05-24,Delta Air Lines Inc.,SLC,SEA,1508.0,0.0,1610.0,0.0,100.0,689.0,1756
2961,2019-05-24,Delta Air Lines Inc.,JFK,MIA,1129.0,0.0,1453.0,13.0,191.0,1089.0,2175
2962,2019-05-24,Delta Air Lines Inc.,ATL,RDU,2007.0,0.0,2132.0,0.0,60.0,356.0,2838
2963,2019-05-25,Delta Air Lines Inc.,LAX,SEA,1119.0,19.0,1421.0,23.0,148.0,954.0,129
2964,2019-05-25,Delta Air Lines Inc.,DTW,EWR,1558.0,0.0,1753.0,4.0,76.0,488.0,528
2965,2019-05-25,Delta Air Lines Inc.,MSY,DTW,755.0,25.0,1112.0,6.0,119.0,926.0,542
2966,2019-05-25,Delta Air Lines Inc.,MCO,CVG,658.0,0.0,914.0,3.0,107.0,757.0,733
2967,2019-05-25,Delta Air Lines Inc.,SEA,DTW,15.0,0.0,727.0,0.0,232.0,1927.0,1793
2968,2019-05-25,Delta Air Lines Inc.,MCI,ATL,1010.0,0.0,1259.0,0.0,90.0,692.0,2106
2969,2019-05-26,Delta Air Lines Inc.,SFO,JFK,1257.0,0.0,2121.0,0.0,296.0,2586.0,350
2970,2019-05-26,Delta Air Lines Inc.,TPA,LGA,808.0,0.0,1047.0,0.0,136.0,1010.0,773
2971,2019-05-26,Delta Air Lines Inc.,MIA,ATL,555.0,0.0,729.0,0.0,81.0,594.0,940
2972,2019-05-03,Delta Air Lines Inc.,ATL,CLT,2237.0,1.0,2343.0,0.0,44.0,226.0,2585
2973,2019-05-04,Delta Air Lines Inc.,ATL,CID,2140.0,0.0,2224.0,0.0,87.0,694.0,340
2974,2019-05-04,Delta Air Lines Inc.,PHL,ATL,808.0,0.0,1010.0,0.0,101.0,666.0,635
2975,2019-05-04,Delta Air Lines Inc.,ATL,AUS,2204.0,0.0,2327.0,0.0,114.0,813.0,2078
2976,2019-05-04,Delta Air Lines Inc.,MCO,DTW,816.0,0.0,1043.0,0.0,126.0,957.0,2518
2977,2019-05-04,Delta Air Lines Inc.,ATL,RSW,1555.0,0.0,1729.0,0.0,76.0,515.0,2704
2978,2019-05-04,Delta Air Lines Inc.,SLC,LAX,1148.0,31.0,1240.0,17.0,87.0,590.0,2714
2979,2019-05-05,Delta Air Lines Inc.,SEA,ORD,1123.0,3.0,1730.0,0.0,214.0,1721.0,343
2980,2019-05-05,Delta Air Lines Inc.,MSP,MCO,853.0,0.0,1312.0,0.0,178.0,1310.0,1714
2981,2019-05-05,Delta Air Lines Inc.,DTW,SFO,1627.0,7.0,1835.0,6.0,288.0,2079.0,1750
2982,2019-05-05,Delta Air Lines Inc.,DTW,DCA,1218.0,0.0,1338.0,0.0,67.0,405.0,2345
2983,2019-05-05,Delta Air Lines Inc.,IAH,ATL,1941.0,0.0,2221.0,0.0,87.0,689.0,2823
2984,2019-05-06,Delta Air Lines Inc.,BOS,ATL,1954.0,0.0,2233.0,0.0,138.0,946.0,553
2985,2019-05-06,Delta Air Lines Inc.,MSP,SLC,1422.0,0.0,1923.0,,,991.0,829
2986,2019-05-06,Delta Air Lines Inc.,DTW,ATL,1703.0,0.0,1854.0,0.0,94.0,594.0,1165
2987,2019-05-06,Delta Air Lines Inc.,ABQ,SLC,559.0,0.0,733.0,0.0,71.0,493.0,1204
2988,2019-05-06,Delta Air Lines Inc.,DTW,LGA,829.0,0.0,1019.0,0.0,78.0,502.0,1401
2989,2019-05-06,Delta Air Lines Inc.,DTW,MSP,952.0,0.0,1037.0,0.0,86.0,528.0,1629
2990,2019-05-06,Delta Air Lines Inc.,BWI,DTW,938.0,0.0,1056.0,0.0,63.0,409.0,1737
2991,2019-05-06,Delta Air Lines Inc.,SJC,MSP,629.0,9.0,1206.0,4.0,193.0,1575.0,1849
2992,2019-05-06,Delta Air Lines Inc.,MSP,FAR,2227.0,0.0,2323.0,0.0,41.0,223.0,1872
2993,2019-05-06,Delta Air Lines Inc.,ATL,TPA,1428.0,0.0,1547.0,0.0,60.0,406.0,2047
2994,2019-05-15,Delta Air Lines Inc.,MSP,DTW,1300.0,0.0,1537.0,0.0,72.0,528.0,1250
2995,2019-05-15,Delta Air Lines Inc.,SRQ,ATL,723.0,0.0,857.0,0.0,71.0,444.0,1508
2996,2019-05-15,Delta Air Lines Inc.,LAS,MSP,1400.0,0.0,1853.0,0.0,156.0,1299.0,1535
2997,2019-05-15,Delta Air Lines Inc.,TPA,ATL,1652.0,0.0,1816.0,0.0,68.0,406.0,2047
2998,2019-05-15,Delta Air Lines Inc.,ATL,IND,1646.0,14.0,1810.0,7.0,66.0,432.0,2281
2999,2019-05-15,Delta Air Lines Inc.,TPA,ATL,517.0,0.0,643.0,0.0,67.0,406.0,2323
3000,2019-05-15,Delta Air Lines Inc.,DCA,ATL,1118.0,0.0,1254.0,0.0,80.0,547.0,2527
3001,2019-05-15,Delta Air Lines Inc.,SFO,BOS,1151.0,1.0,2032.0,0.0,304.0,2704.0,2610
3002,2019-05-16,Delta Air Lines Inc.,LAX,ATL,2248.0,4.0,551.0,0.0,219.0,1947.0,719
3003,2019-05-16,Delta Air Lines Inc.,DTW,ORD,655.0,0.0,709.0,0.0,44.0,235.0,815
3004,2019-05-16,Delta Air Lines Inc.,SLC,JAC,2020.0,5.0,2120.0,0.0,40.0,205.0,965
3005,2019-05-16,Delta Air Lines Inc.,CMH,ATL,1031.0,0.0,1147.0,0.0,63.0,447.0,1069
3006,2019-05-16,Delta Air Lines Inc.,ATL,MDT,1547.0,0.0,1746.0,0.0,87.0,620.0,1238
3007,2019-05-16,Delta Air Lines Inc.,MCO,CVG,1752.0,0.0,1954.0,0.0,104.0,757.0,1305
3008,2019-05-16,Delta Air Lines Inc.,ATL,MCO,2208.0,0.0,2334.0,0.0,59.0,404.0,1418
3009,2019-05-16,Delta Air Lines Inc.,SJC,MSP,1355.0,0.0,1936.0,0.0,192.0,1575.0,1791
3010,2019-05-16,Delta Air Lines Inc.,SLC,MSP,1754.0,0.0,2112.0,0.0,121.0,991.0,2002
3011,2019-05-16,Delta Air Lines Inc.,MCO,ATL,1720.0,0.0,1854.0,0.0,64.0,404.0,2172
3012,2019-05-16,Delta Air Lines Inc.,ATL,JFK,819.0,4.0,1033.0,2.0,114.0,760.0,2350
3013,2019-05-17,Delta Air Lines Inc.,CHS,ATL,1752.0,1.0,1903.0,0.0,41.0,259.0,732
3014,2019-05-17,Delta Air Lines Inc.,CLE,ATL,816.0,0.0,949.0,0.0,76.0,554.0,1946
3015,2019-05-17,Delta Air Lines Inc.,SYR,ATL,553.0,0.0,800.0,0.0,111.0,794.0,2014
3016,2019-05-26,Delta Air Lines Inc.,LGA,MIA,1534.0,0.0,1817.0,0.0,144.0,1096.0,1982
3017,2019-05-26,Delta Air Lines Inc.,ATL,CVG,911.0,0.0,1027.0,0.0,58.0,373.0,2011
3018,2019-05-27,Delta Air Lines Inc.,JFK,ATL,1146.0,0.0,1405.0,0.0,105.0,760.0,435
3019,2019-05-27,Delta Air Lines Inc.,RDU,ATL,1748.0,8.0,1906.0,0.0,57.0,356.0,1666
3020,2019-05-27,Delta Air Lines Inc.,SEA,MSP,35.0,0.0,550.0,0.0,178.0,1399.0,2440
3021,2019-05-27,Delta Air Lines Inc.,BOS,ATL,554.0,0.0,824.0,0.0,125.0,946.0,2552
3022,2019-05-27,Delta Air Lines Inc.,BOS,ATL,1714.0,4.0,1951.0,0.0,129.0,946.0,2756
3023,2019-05-28,Delta Air Lines Inc.,ORD,DTW,738.0,38.0,942.0,17.0,45.0,235.0,479
3024,2019-05-28,Delta Air Lines Inc.,ATL,MSP,2122.0,6.0,2253.0,0.0,133.0,907.0,569
3025,2019-05-28,Delta Air Lines Inc.,PIT,ATL,656.0,0.0,832.0,0.0,74.0,526.0,957
3026,2019-05-28,Delta Air Lines Inc.,VPS,ATL,902.0,0.0,1118.0,0.0,43.0,250.0,1283
3027,2019-05-28,Delta Air Lines Inc.,RDU,ATL,730.0,0.0,858.0,0.0,53.0,356.0,1482
3028,2019-05-28,Delta Air Lines Inc.,ATL,SRQ,2319.0,54.0,39.0,40.0,61.0,444.0,1600
3029,2019-05-28,Delta Air Lines Inc.,MIA,ATL,1433.0,0.0,1614.0,0.0,84.0,594.0,1795
3030,2019-05-28,Delta Air Lines Inc.,ATL,IND,1629.0,0.0,1752.0,0.0,62.0,432.0,2281
3031,2019-05-28,Delta Air Lines Inc.,MSP,AUS,1424.0,2.0,1721.0,11.0,158.0,1042.0,2967
3032,2019-05-29,Delta Air Lines Inc.,CLT,MSP,611.0,0.0,804.0,6.0,131.0,930.0,283
3033,2019-05-29,Delta Air Lines Inc.,LAX,SMF,2137.0,7.0,2300.0,3.0,64.0,373.0,520
3034,2019-05-29,Delta Air Lines Inc.,SJC,SLC,2011.0,204.0,2309.0,210.0,85.0,584.0,668
3035,2019-05-09,Delta Air Lines Inc.,ATL,PHL,1203.0,0.0,1350.0,0.0,90.0,666.0,1561
3036,2019-05-09,Delta Air Lines Inc.,IND,DTW,618.0,0.0,722.0,0.0,40.0,231.0,1703
3037,2019-05-09,Delta Air Lines Inc.,JAN,ATL,736.0,0.0,943.0,0.0,50.0,341.0,2631
3038,2019-05-09,Delta Air Lines Inc.,ATL,MSY,730.0,0.0,756.0,0.0,70.0,425.0,2924
3039,2019-05-10,Delta Air Lines Inc.,JFK,PBI,1546.0,0.0,1900.0,0.0,149.0,1028.0,483
3040,2019-05-10,Delta Air Lines Inc.,ATL,DTW,1956.0,106.0,2145.0,99.0,78.0,594.0,852
3041,2019-05-10,Delta Air Lines Inc.,JFK,DEN,1954.0,0.0,2210.0,0.0,232.0,1626.0,861
3042,2019-05-10,Delta Air Lines Inc.,DTW,LGA,2019.0,9.0,2221.0,22.0,79.0,502.0,973
3043,2019-05-10,Delta Air Lines Inc.,JFK,AUS,1858.0,0.0,2140.0,0.0,202.0,1521.0,1372
3044,2019-05-10,Delta Air Lines Inc.,MSP,ATL,1123.0,8.0,1448.0,8.0,123.0,907.0,1557
3045,2019-05-10,Delta Air Lines Inc.,TPA,MSP,1753.0,0.0,1958.0,0.0,167.0,1306.0,1712
3046,2019-05-10,Delta Air Lines Inc.,SLC,MSO,2235.0,6.0,2400.0,8.0,62.0,436.0,1760
3047,2019-05-10,Delta Air Lines Inc.,JFK,MSP,1129.0,0.0,1333.0,0.0,160.0,1029.0,2282
3048,2019-05-10,Delta Air Lines Inc.,MSY,DTW,1130.0,30.0,1443.0,7.0,115.0,926.0,2411
3049,2019-05-10,Delta Air Lines Inc.,SEA,LAS,950.0,1.0,1227.0,4.0,112.0,867.0,2860
3050,2019-05-11,Delta Air Lines Inc.,LAS,DTW,1404.0,0.0,2047.0,0.0,199.0,1749.0,401
3051,2019-05-11,Delta Air Lines Inc.,CAE,ATL,1651.0,0.0,1745.0,0.0,37.0,192.0,1458
3052,2019-05-11,Delta Air Lines Inc.,MEM,ATL,1140.0,0.0,1354.0,0.0,55.0,332.0,1771
3053,2019-05-11,Delta Air Lines Inc.,DFW,ATL,714.0,74.0,1025.0,80.0,102.0,731.0,1890
3054,2019-05-11,Delta Air Lines Inc.,LGA,MCO,1354.0,0.0,1623.0,0.0,133.0,950.0,1999
3055,2019-05-11,Delta Air Lines Inc.,MKE,ATL,1652.0,0.0,1954.0,0.0,101.0,669.0,2035
3056,2019-05-11,Delta Air Lines Inc.,SLC,SNA,1123.0,0.0,1158.0,0.0,78.0,588.0,2069
3057,2019-05-11,Delta Air Lines Inc.,SAN,SLC,1014.0,0.0,1311.0,0.0,96.0,626.0,2295
3058,2019-05-02,SkyWest Airlines Inc.,ESC,DTW,1759.0,0.0,1914.0,0.0,49.0,306.0,4300
3059,2019-05-03,SkyWest Airlines Inc.,HLN,SLC,1956.0,121.0,2119.0,115.0,63.0,402.0,3761
3060,2019-05-03,SkyWest Airlines Inc.,MSN,DTW,903.0,0.0,1115.0,0.0,54.0,311.0,3876
3061,2019-05-03,SkyWest Airlines Inc.,DTW,HPN,838.0,80.0,1012.0,72.0,69.0,505.0,4104
3062,2019-05-03,SkyWest Airlines Inc.,SFO,SBA,1422.0,0.0,1540.0,0.0,47.0,262.0,5251
3063,2019-05-03,SkyWest Airlines Inc.,COU,DEN,705.0,0.0,815.0,0.0,109.0,671.0,5269
3064,2019-05-03,SkyWest Airlines Inc.,XNA,ORD,608.0,0.0,752.0,0.0,77.0,522.0,5874
3065,2019-05-03,SkyWest Airlines Inc.,SFO,MSN,831.0,0.0,1434.0,0.0,219.0,1772.0,5914
3066,2019-05-04,SkyWest Airlines Inc.,ATL,ILM,1358.0,0.0,1517.0,0.0,59.0,377.0,3611
3067,2019-05-14,SkyWest Airlines Inc.,ATL,FWA,1853.0,0.0,2022.0,0.0,75.0,508.0,4574
3068,2019-05-14,SkyWest Airlines Inc.,DEN,HYS,1335.0,0.0,1539.0,0.0,42.0,298.0,5137
3069,2019-05-14,SkyWest Airlines Inc.,LAX,PHX,809.0,0.0,945.0,0.0,60.0,370.0,5411
3070,2019-05-15,SkyWest Airlines Inc.,SAN,LAX,1002.0,0.0,1058.0,0.0,23.0,109.0,2960
3071,2019-05-15,SkyWest Airlines Inc.,ORD,DSM,733.0,0.0,837.0,0.0,46.0,299.0,2975
3072,2019-05-15,SkyWest Airlines Inc.,FNT,ORD,631.0,0.0,631.0,0.0,40.0,223.0,5488
3073,2019-05-16,SkyWest Airlines Inc.,SJC,SNA,1857.0,0.0,2020.0,0.0,57.0,342.0,3412
3074,2019-05-16,SkyWest Airlines Inc.,SEA,FAT,1544.0,0.0,1807.0,7.0,108.0,748.0,3474
3075,2019-05-16,SkyWest Airlines Inc.,LAN,DTW,1337.0,0.0,1412.0,0.0,21.0,74.0,3673
3076,2019-05-16,SkyWest Airlines Inc.,IAD,DTW,1653.0,0.0,1846.0,0.0,67.0,383.0,3693
3077,2019-05-16,SkyWest Airlines Inc.,ATL,TRI,1202.0,0.0,1306.0,0.0,41.0,227.0,3998
3078,2019-05-16,SkyWest Airlines Inc.,MSP,ABR,1129.0,0.0,1226.0,0.0,44.0,257.0,7363
3079,2019-05-17,SkyWest Airlines Inc.,IND,ORD,1236.0,10.0,1257.0,18.0,45.0,177.0,3247
3080,2019-05-17,SkyWest Airlines Inc.,SJC,AUS,1722.0,7.0,2236.0,0.0,175.0,1476.0,3368
3081,2019-05-17,SkyWest Airlines Inc.,SEA,FAT,1546.0,0.0,1747.0,0.0,100.0,748.0,3474
3082,2019-05-17,SkyWest Airlines Inc.,BQK,ATL,1802.0,82.0,1858.0,66.0,42.0,238.0,4043
3083,2019-05-17,SkyWest Airlines Inc.,LWB,ORD,1707.0,0.0,1816.0,1.0,89.0,489.0,5081
3084,2019-05-17,SkyWest Airlines Inc.,BFF,DEN,549.0,0.0,641.0,0.0,36.0,150.0,5086
3085,2019-05-17,SkyWest Airlines Inc.,DEN,PRC,1335.0,10.0,1446.0,23.0,89.0,557.0,5159
3086,2019-05-17,SkyWest Airlines Inc.,DEN,SLC,925.0,0.0,1055.0,0.0,62.0,391.0,5266
3087,2019-05-28,SkyWest Airlines Inc.,SJC,DAL,953.0,0.0,1531.0,0.0,195.0,1450.0,3371
3088,2019-05-28,SkyWest Airlines Inc.,ATL,ILM,1047.0,0.0,1214.0,0.0,58.0,377.0,3583
3089,2019-05-28,SkyWest Airlines Inc.,IAH,DTW,855.0,0.0,1231.0,0.0,135.0,1075.0,3625
3090,2019-05-28,SkyWest Airlines Inc.,MSP,DLH,1249.0,0.0,1335.0,0.0,29.0,144.0,4131
3091,2019-05-28,SkyWest Airlines Inc.,LAX,COS,1831.0,0.0,2156.0,0.0,115.0,833.0,5317
3092,2019-05-28,SkyWest Airlines Inc.,RNO,LAX,553.0,0.0,734.0,0.0,64.0,391.0,5908
3093,2019-05-28,SkyWest Airlines Inc.,PSP,SFO,754.0,44.0,945.0,49.0,74.0,421.0,5997
3094,2019-05-28,SkyWest Airlines Inc.,GJT,SLC,638.0,0.0,730.0,0.0,37.0,216.0,7364
3095,2019-05-29,SkyWest Airlines Inc.,CVG,ORD,1426.0,0.0,1440.0,0.0,53.0,264.0,3253
3096,2019-05-29,SkyWest Airlines Inc.,ABQ,SAN,553.0,0.0,653.0,0.0,90.0,628.0,3363
3097,2019-05-29,SkyWest Airlines Inc.,FAT,PDX,1217.0,7.0,1410.0,5.0,96.0,626.0,3440
3098,2019-05-29,SkyWest Airlines Inc.,ASE,SLC,719.0,0.0,817.0,0.0,46.0,292.0,3652
3099,2019-05-29,SkyWest Airlines Inc.,PAE,SFO,2107.0,113.0,2319.0,109.0,103.0,710.0,5211
3100,2019-05-29,SkyWest Airlines Inc.,CLT,ORD,1709.0,0.0,1822.0,0.0,100.0,599.0,5365
3101,2019-05-30,SkyWest Airlines Inc.,PHX,IAH,923.0,0.0,1403.0,0.0,121.0,1009.0,3202
3102,2019-05-30,SkyWest Airlines Inc.,ATL,LEX,1914.0,73.0,2017.0,58.0,51.0,304.0,3520
3103,2019-05-30,SkyWest Airlines Inc.,LEX,ATL,2048.0,53.0,2205.0,35.0,58.0,304.0,3520
3104,2019-05-30,SkyWest Airlines Inc.,SLC,BOI,842.0,0.0,943.0,0.0,45.0,290.0,3700
3105,2019-05-30,SkyWest Airlines Inc.,DEN,VEL,945.0,95.0,1055.0,88.0,40.0,259.0,5099
3106,2019-05-30,SkyWest Airlines Inc.,ABR,MSP,504.0,4.0,607.0,0.0,52.0,257.0,7365
3107,2019-05-31,SkyWest Airlines Inc.,OKC,ORD,1914.0,0.0,2117.0,0.0,95.0,693.0,3273
3108,2019-05-31,SkyWest Airlines Inc.,MDW,MSP,1713.0,0.0,1836.0,0.0,64.0,349.0,3591
3109,2019-05-31,SkyWest Airlines Inc.,ATL,PIA,1455.0,0.0,1538.0,0.0,89.0,565.0,3615
3110,2019-05-31,SkyWest Airlines Inc.,DTW,MBS,2219.0,0.0,2259.0,0.0,21.0,98.0,3722
3111,2019-05-04,SkyWest Airlines Inc.,ORD,CMX,2118.0,0.0,2336.0,0.0,53.0,360.0,5061
3112,2019-05-04,SkyWest Airlines Inc.,SLC,PIH,1701.0,0.0,1746.0,0.0,28.0,150.0,7429
3113,2019-05-05,SkyWest Airlines Inc.,SEA,MKE,1709.0,0.0,2257.0,0.0,210.0,1694.0,3537
3114,2019-05-05,SkyWest Airlines Inc.,ATL,SBN,946.0,0.0,1133.0,0.0,80.0,566.0,3637
3115,2019-05-05,SkyWest Airlines Inc.,DTW,ROC,955.0,0.0,1059.0,0.0,45.0,296.0,3752
3116,2019-05-05,SkyWest Airlines Inc.,FSD,MSP,1418.0,0.0,1513.0,0.0,35.0,196.0,3843
3117,2019-05-05,SkyWest Airlines Inc.,SLC,HLN,2229.0,4.0,2357.0,1.0,63.0,402.0,3861
3118,2019-05-05,SkyWest Airlines Inc.,DEN,CNY,1624.0,0.0,1734.0,0.0,49.0,283.0,5090
